"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"total RNA-seq from sample MUC23390_S208",0.051754419524061,0.228476553409704,0.456609801508067,0,0,0.230078826333244,0.0330803992249242
"total RNA-seq from sample MUC23403_S221",0,0.969027597179363,0.0309724028206369,0,0,0,0
"total RNA-seq from sample MUC23405_S223",0.147826971197831,0,0,0,0.852173028802169,0,0
"total RNA-seq from sample MUC23416_S234",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23418_S236",0,0.83290767425137,0.16709232574863,0,0,0,0
"total RNA-seq from sample MUC23424_S242",0,0.276151564557939,0,0.284979386397901,0.43886904904416,0,0
"total RNA-seq from sample MUC23436_S254",0.25222327412864,0,0.662380298146372,0,0,0.0853964277249878,0
"total RNA-seq from sample MUC23437_S255",0,0,0.548782088410051,0,0.0597830960231348,0.391434815566814,0
"total RNA-seq from sample MUC23438_S256",0,0.0226088873325793,0.327453296878606,0,0.0475531886552904,0.602384627133524,0
"total RNA-seq from sample MUC23439_S257",0,0.214432829337836,0.141629658933017,0.0383751272555458,0.113237050176105,0.0727348456493458,0.419590488648149
"total RNA-seq from sample MUC23440_S258",0.784364891625098,0.215635108374902,0,0,0,0,0
"total RNA-seq from sample MUC23446_S264",0,0.564450379491121,0,0,0.435549620508879,0,0
"total RNA-seq from sample MUC23447_S265",0,0,0.194610168180334,0,0.467704925300488,0.337684906519178,0
"total RNA-seq from sample MUC23453_S271",0,0,0.379357446608768,0,0.0834130484818298,0.537229504909402,0
"total RNA-seq from sample MUC23463_S281",0.247627674160418,0,0,0,0.629166065652165,0.123206260187417,0
"total RNA-seq from sample MUC23467_S285",0.0925394439974734,0,0.197981574268673,0,0.636215158258571,0,0.0732638234752825
"total RNA-seq from sample MUC23474_S292",0.545774826959961,0,0.0157900015304101,0,0,0,0.438435171509628
"total RNA-seq from sample MUC23475_S293",0.819536496095669,0.180463503904331,0,0,0,0,0
"total RNA-seq from sample MUC23483_S301",0.00200827181902443,0.180794930068826,0.496323266989402,0,0,0.320873531122748,0
"total RNA-seq from sample MUC23493_S311",0.1796194487418,0.143098147872462,0.677282403385738,0,0,0,0
"total RNA-seq from sample MUC23504_S322",0,0,0.432760279451862,0,0,0.567239720548138,0
"total RNA-seq from sample MUC23505_S323",0.0798319163191025,0.508812844624518,0.404506725832852,0,0,0.00684851322352755,0
"total RNA-seq from sample MUC23520_S338",0.232273419595762,0.7669042246796,0,0,0,0,0.000822355724637989
"total RNA-seq from sample MUC23529_S347",0,0.282480222256472,0.469550968673576,0,0,0.247968809069952,0
"total RNA-seq from sample MUC23534_S352",0,0.777050013865137,0,0,0,0.222949986134863,0
"total RNA-seq from sample MUC23535_S353",0,0.707966048011835,0.292033951988165,0,0,0,0
"total RNA-seq from sample MUC23541_S359",0,0.0380809713904473,0.493277670730308,0,0.00042950331089057,0.468211854568354,0
"total RNA-seq from sample MUC23548_S366",0.00147918486156507,0.728325037156196,0,0,0,0,0.270195777982239
"total RNA-seq from sample MUC23553_S371",0,0,0.570473183802554,0,0,0.287254397783154,0.142272418414292
"total RNA-seq from sample MUC23560_S378",0.604621306361666,0.283736929237768,0,0,0,0.00462022949813304,0.107021534902432
"total RNA-seq from sample MUC23563_S381",0,0.363855488310657,0.0164532473265276,0,0,0.148806385515568,0.470884878847247
"total RNA-seq from sample MUC23183_S1",0,0,0.119696284824129,0,0.359217734319027,0.521085980856844,0
"total RNA-seq from sample MUC23185_S3",0,0,0,0,0,0,0
"total RNA-seq from sample MUC23187_S5",0,0,0,0,0.459673608720752,0.519616634961594,0.0207097563176537
"total RNA-seq from sample MUC23190_S8",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23191_S9",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23192_S10",0,0,0.498873008470557,0,0,0.501126991529443,0
"total RNA-seq from sample MUC23193_S11",0.273990105274771,0.72600989472523,0,0,0,0,0
"total RNA-seq from sample MUC23195_S13",0,0.28048117164311,0,0.0714204214112827,0,0,0.648098406945607
"total RNA-seq from sample MUC23196_S14",0,0,0,0,0,1,0
"total RNA-seq from sample MUC23197_S15",0,0,0.585449941213141,0,0.0314070871512047,0.383142971635655,0
"total RNA-seq from sample MUC23198_S16",0,0.0133731172885722,0,0.738485147878194,0.248141734833234,0,0
"total RNA-seq from sample MUC23199_S17",0.328337976534795,0,0.220425861042265,0,0.223381131709248,0.227855030713692,0
"total RNA-seq from sample MUC23200_S18",0,0,0.336849134248191,0,0.663150865751809,0,0
"total RNA-seq from sample MUC23201_S19",0,0,0,0,0.218511540835497,0,0.781488459164503
"total RNA-seq from sample MUC23202_S20",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23206_S24",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23207_S25",0,0.0344474824219757,0,0.947627573655194,0,0.0179249439228307,0
"total RNA-seq from sample MUC23208_S26",0,0,0,0,0,1,0
"total RNA-seq from sample MUC23209_S27",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23210_S28",0.0756050940405284,0.924394905959472,0,0,0,0,0
"total RNA-seq from sample MUC23211_S29",0.176071333668471,0.823928666331529,0,0,0,0,0
"total RNA-seq from sample MUC23213_S31",0,0,0,0,0,1,0
"total RNA-seq from sample MUC23217_S35",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23218_S36",0,0,0,0,0.768636010112525,0.231363989887475,0
"total RNA-seq from sample MUC23220_S38",0.415071822122703,0.13261736597772,0,0,0.452310811899577,0,0
"total RNA-seq from sample MUC23222_S40",0.813541807253947,0,0,0,0.186458192746053,0,0
"total RNA-seq from sample MUC23223_S41",0,0,0,0,0,0,0
"total RNA-seq from sample MUC23224_S42",0.680898526659397,0.314281000209564,0,0.00482047313103944,0,0,0
"total RNA-seq from sample MUC23225_S43",0,0,0.0481562642306272,0,0.169209533956498,0.782634201812875,0
"total RNA-seq from sample MUC23228_S46",0.252974439972507,0.617204479548236,0,0.129821080479257,0,0,0
"total RNA-seq from sample MUC23229_S47",0,0.87520823294173,0,0,0,0,0.12479176705827
"total RNA-seq from sample MUC23230_S48",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23232_S50",0.576634417464121,0.1006632093863,0,0,0,0,0.322702373149579
"total RNA-seq from sample MUC23233_S51",0,0,0.440881742022725,0.039951453960672,0,0.347446760471514,0.171720043545089
"total RNA-seq from sample MUC23236_S54",0,0.323612386490727,0,0,0.676387613509273,0,0
"total RNA-seq from sample MUC23237_S55",0.708652465238411,0.291347534761589,0,0,0,0,0
"total RNA-seq from sample MUC23238_S56",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23241_S59",0.592839298622239,0.337496650745773,0,0.0696640506319884,0,0,0
"total RNA-seq from sample MUC23242_S60",0,0,0,0,0,0,0
"total RNA-seq from sample MUC23244_S62",0.503906059570617,0,0.496093940429383,0,0,0,0
"total RNA-seq from sample MUC23245_S63",0,0,0,0,0,0,1
"total RNA-seq from sample MUC23246_S64",0.711744185412798,0,0,0,0,0,0.288255814587202
"total RNA-seq from sample MUC23247_S65",0,0.641441952839188,0,0,0.358558047160812,0,0
"total RNA-seq from sample MUC23249_S67",1,0,0,0,0,0,0
"total RNA-seq from sample MUC23251_S69",0,0,0,0,0.896391740627563,0,0.103608259372437
"total RNA-seq from sample MUC23253_S71",0.767645339590895,0,0,0.0244298687014098,0,0.207924791707695,0
"total RNA-seq from sample MUC23254_S72",0,0,0.329934982899309,0,0.670065017100691,0,0
"total RNA-seq from sample MUC23259_S77",0.555423038631215,0,0,0,0.444576961368785,0,0
"total RNA-seq from sample MUC23262_S80",0,0,0.2430959512987,0,0,0.7569040487013,0
"total RNA-seq from sample MUC23263_S81",0.181961848679071,0,0.194989226141196,0,0,0.494266759301381,0.128782165878351
"total RNA-seq from sample MUC23264_S82",0,0.680134222642482,0.319865777357518,0,0,0,0
"total RNA-seq from sample MUC23265_S83",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23267_S85",0,0,0,0,0.486900741679297,0,0.513099258320703
"total RNA-seq from sample MUC23269_S87",0,0,0,0,0.893666849873421,0,0.106333150126579
"total RNA-seq from sample MUC23279_S97",0,0,0,0.000418259460953139,0.654708944734014,0,0.344872795805032
"total RNA-seq from sample MUC23280_S98",0,0,0.0558795718020962,0,0.120756815065551,0.00988553215425207,0.813478080978101
"total RNA-seq from sample MUC23282_S100",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23283_S101",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23285_S103",0,0.0689604010145551,0.278855192084053,0,0,0.652184406901392,0
"total RNA-seq from sample MUC23286_S104",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23287_S105",0,0,0,0,0,0.955677599334378,0.0443224006656218
"total RNA-seq from sample MUC23288_S106",0,0,0,0,0.0542435951720349,0.177485324273814,0.768271080554151
"total RNA-seq from sample MUC23292_S110",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23293_S111",0,0.477698433336176,0.178875232800645,0,0,0.343426333863179,0
"total RNA-seq from sample MUC23297_S115",0,0.390442235229233,0,0,0.310239353368131,0.299318411402636,0
"total RNA-seq from sample MUC23302_S120",0,0,0.109870948519505,0,0.254676668223268,0.26871997224339,0.366732411013837
"total RNA-seq from sample MUC23304_S122",0.632770726409113,0.367229273590887,0,0,0,0,0
"total RNA-seq from sample MUC23307_S125",0,0,0,0,0.00878538356078476,0.10524350398829,0.885971112450926
"total RNA-seq from sample MUC23308_S126",0.0994084291242056,0,0,0,0,0.402190986133069,0.498400584742726
"total RNA-seq from sample MUC23309_S127",0.700743562778641,0,0.110632895205833,0,0,0.188623542015526,0
"total RNA-seq from sample MUC23311_S129",0,0,0,0,0.897201586267795,0,0.102798413732204
"total RNA-seq from sample MUC23312_S130",0.711965408889799,0,0,0,0,0,0.288034591110201
"total RNA-seq from sample MUC23313_S131",0.153287416563861,0.626529659526594,0.220182923909545,0,0,0,0
"total RNA-seq from sample MUC23314_S132",0,0,0,0,0,0.842179938078383,0.157820061921617
"total RNA-seq from sample MUC23315_S133",1,0,0,0,0,0,0
"total RNA-seq from sample MUC23317_S135",0,0,0,0,0,1,0
"total RNA-seq from sample MUC23322_S140",0,0,0.102829914839669,0,0.137578369786225,0.733458652790463,0.0261330625836429
"total RNA-seq from sample MUC23323_S141",0.499418362656228,0,0,0.167831436532916,0.332750200810856,0,0
"total RNA-seq from sample MUC23325_S143",0,0,0.139430413677502,0.0655121507551913,0,0.795057435567307,0
"total RNA-seq from sample MUC23326_S144",0,0,0.276442633227163,0,0.723557366772837,0,0
"total RNA-seq from sample MUC23330_S148",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23331_S149",0,0,0,0,0,1,0
"total RNA-seq from sample MUC23332_S150",0.097012910094984,0,0.134468929893931,0,0,0.715252560222237,0.0532655997888476
"total RNA-seq from sample MUC23334_S152",0,0.986024036049056,0,0,0,0,0.0139759639509442
"total RNA-seq from sample MUC23335_S153",0,0.343915790771942,0.424931076001649,0,0,0.231153133226409,0
"total RNA-seq from sample MUC23336_S154",0.402815848204526,0,0,0,0.351045550869443,0,0.246138600926031
"total RNA-seq from sample MUC23337_S155",0,0,0,0,0.309839713433153,0,0.690160286566847
"total RNA-seq from sample MUC23338_S156",0.792122208587829,0,0,0,0,0,0.207877791412171
"total RNA-seq from sample MUC23339_S157",0,0,0,0,0.626562889407464,0.354908654247577,0.0185284563449586
"total RNA-seq from sample MUC23340_S158",0,0,0.7064557621792,0,0,0.2935442378208,0
"total RNA-seq from sample MUC23345_S163",0,0.338496480653515,0,0,0.361798540299888,0,0.299704979046597
"total RNA-seq from sample MUC23346_S164",0.182447817505529,0,0,0,0,0,0.817552182494471
"total RNA-seq from sample MUC23347_S165",0,0,0,0,0,0.976455382028656,0.023544617971344
"total RNA-seq from sample MUC23348_S166",0,0.0193577141386676,0.980642285861332,0,0,0,0
"total RNA-seq from sample MUC23349_S167",0.500296664199275,0,0,0,0,0,0.499703335800725
"total RNA-seq from sample MUC23350_S168",0.717920903740596,0.282079096259404,0,0,0,0,0
"total RNA-seq from sample MUC23353_S171",0.648259604828364,0.351740395171636,0,0,0,0,0
"total RNA-seq from sample MUC23354_S172",0.0843680824056917,0.0794652030856364,0.165198325270566,0.0504865522008906,0,0.136198545023838,0.484283292013378
"total RNA-seq from sample MUC23355_S173",0.0591660902017133,0,0,0,0,0.940833909798287,0
"total RNA-seq from sample MUC23356_S174",0.303198800422509,0,0.0684163452671828,0,0,0.434591470796768,0.19379338351354
"total RNA-seq from sample MUC23357_S175",0,0,0,0,0.297741499492564,0.360172133538662,0.342086366968774
"total RNA-seq from sample MUC23358_S176",0,0,0.31962564422244,0,0,0.68037435577756,0
"total RNA-seq from sample MUC23359_S177",0,0,0.174003929108985,0,0,0.00569219266632373,0.820303878224692
"total RNA-seq from sample MUC23360_S178",0.495117660479621,0,0,0,0.504882339520379,0,0
"total RNA-seq from sample MUC23361_S179",0,0,0,0,0,0,1
"total RNA-seq from sample MUC23362_S180",0.145251859632641,0,0.266279292359688,0,0,0.254524568942973,0.333944279064698
"total RNA-seq from sample MUC23363_S181",0.166411554064371,0.833588445935629,0,0,0,0,0
"total RNA-seq from sample MUC23364_S182",0,0.0203100594328506,0.211543844299282,0,0,0.442284649314966,0.325861446952902
"total RNA-seq from sample MUC23365_S183",0.331494880679528,0.461067249189548,0.0289629394485386,0,0,0.178474930682385,0
"total RNA-seq from sample MUC23370_S188",0.375125997543753,0.216069008221567,0.0335078638986713,0,0.265995514148129,0.10930161618788,0
"total RNA-seq from sample MUC23372_S190",0,0.104585726916422,0.188294999366797,0,0,0.414780236260189,0.292339037456592
"total RNA-seq from sample MUC23373_S191",0.177583760334117,0.101128578167049,0,0,0,0.159063723793788,0.562223937705046
"total RNA-seq from sample MUC23375_S193",0,0,0.185422892318172,0,0.297233457655056,0.517343650026772,0
"total RNA-seq from sample MUC23377_S195",0.606488538112796,0,0,0,0.231211134553621,0.162300327333583,0
"total RNA-seq from sample MUC23379_S197",0,0.865010142808388,0.134989857191612,0,0,0,0
"total RNA-seq from sample MUC23380_S198",0,0,0.21762583285002,0,0.414163135948907,0.368211031201074,0
"total RNA-seq from sample MUC23381_S199",0,0,0.160434680154673,0,0.593626849825258,0.245938470020069,0
"total RNA-seq from sample MUC23387_S205",0.404314447398159,0.309113610547838,0,0,0.0897022741646544,0.196869667889348,0
"total RNA-seq from sample MUC23388_S206",0.20291576306033,0.000751190253945798,0.0379586240138396,0,0.0700687873599914,0,0.688305635311893
"total RNA-seq from sample MUC23391_S209",0,0.305033278464346,0,0,0.0712657231268384,0,0.623700998408816
"total RNA-seq from sample MUC23392_S210",0,0,0,0,0.485865371644968,0,0.514134628355032
"total RNA-seq from sample MUC23396_S214",0.146065849534796,0,0.360477552353234,0,0.493456598111969,0,0
"total RNA-seq from sample MUC23397_S215",0.581349098614127,0.320247438572919,0.0737242004844927,0.0246792623284613,0,0,0
"total RNA-seq from sample MUC23398_S216",0.402103840840488,0.579169205628702,0,0,0.01872695353081,0,0
"total RNA-seq from sample MUC23399_S217",0.172102257390837,0.827897742609163,0,0,0,0,0
"total RNA-seq from sample MUC23400_S218",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23406_S224",0,0.572263165490215,0.35648794289346,0,0,0,0.0712488916163253
"total RNA-seq from sample MUC23407_S225",0.0159824260020036,0,0.234028567912902,0,0.303673670469891,0.420409228567198,0.0259061070480057
"total RNA-seq from sample MUC23408_S226",0.0262446334090774,0,0,0,0.973755366590923,0,0
"total RNA-seq from sample MUC23409_S227",0.734666916212667,0.118123652302384,0,0,0.147209431484949,0,0
"total RNA-seq from sample MUC23410_S228",0,0,0,0,0.808527726301309,0,0.191472273698691
"total RNA-seq from sample MUC23411_S229",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23412_S230",0.00896976176784909,0,0,0,0.442558146730847,0.00442122058906499,0.544050870912238
"total RNA-seq from sample MUC23413_S231",0.410773709415665,0,0,0,0.589226290584335,0,0
"total RNA-seq from sample MUC23414_S232",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23415_S233",0.0806883744734836,0.029034232353908,0.414574075115335,0.264314029777729,0,0.211389288279544,0
"total RNA-seq from sample MUC23417_S235",0.206318540036614,0,0.142715610652893,0.28589252871305,0.0452546573845162,0.0955644823782017,0.224254180834726
"total RNA-seq from sample MUC23419_S237",0.165655999782068,0.44783333756386,0,0,0.386510662654072,0,0
"total RNA-seq from sample MUC23420_S238",0.212007941751345,0,0,0.239126956042702,0.548865102205954,0,0
"total RNA-seq from sample MUC23421_S239",0.433467130395571,0.297737907173437,0.268794962430992,0,0,0,0
"total RNA-seq from sample MUC23422_S240",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23423_S241",0.29400192042208,0,0,0,0.70599807957792,0,0
"total RNA-seq from sample MUC23425_S243",0.111654692123698,0.888345307876302,0,0,0,0,0
"total RNA-seq from sample MUC23426_S244",0.070411330490161,0,0.423536278562874,0,0.270194292678066,0.0341496505571776,0.201708447711721
"total RNA-seq from sample MUC23429_S247",0,0,0,0,1,0,0
"total RNA-seq from sample MUC23430_S248",0,0,0.711523185490412,0,0.102831595151352,0.185645219358237,0
"total RNA-seq from sample MUC23431_S249",0.0234857380323281,0.150208093204603,0.283641021047946,0,0,0.481772746051006,0.060892401664117
"total RNA-seq from sample MUC23432_S250",0.388219053741764,0.611780946258236,0,0,0,0,0
"total RNA-seq from sample MUC23433_S251",0.212950063454293,0.167773041258955,0.172772718577172,0,0,0,0.44650417670958
"total RNA-seq from sample MUC23434_S252",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23435_S253",0,0,0,0.257925557849158,0.729530166367921,0.0125442757829205,0
"total RNA-seq from sample MUC23443_S261",0.105071821929403,0,0,0,0.189232965986787,0,0.70569521208381
"total RNA-seq from sample MUC23445_S263",0.0246356974760548,0.691558299264,0,0,0,0,0.283806003259945
"total RNA-seq from sample MUC23448_S266",0,0.330950448034065,0,0,0.669049551965935,0,0
"total RNA-seq from sample MUC23449_S267",0.171147586143358,0.0314141985495357,0,0,0.0880885611882269,0,0.70934965411888
"total RNA-seq from sample MUC23451_S269",0.177646569607553,0,0,0,0.822353430392447,0,0
"total RNA-seq from sample MUC23452_S270",0.144252579756884,0.02396341481206,0,0,0.45122950583555,0,0.380554499595505
"total RNA-seq from sample MUC23455_S273",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23456_S274",0,0,0.0574790878482823,0.727513536534802,0.155606736176871,0.0594006394400453,0
"total RNA-seq from sample MUC23457_S275",0,0,0.328552415759846,0,0.302319844675092,0.369127739565062,0
"total RNA-seq from sample MUC23458_S276",0.0904170215233095,0,0.00866779520926318,0,0.900915183267427,0,0
"total RNA-seq from sample MUC23460_S278",0.584965515052984,0.0553237568729458,0,0,0.35971072807407,0,0
"total RNA-seq from sample MUC23461_S279",0,0.728354607621937,0.00416440474698895,0,0,0.194929992623147,0.0725509950079266
"total RNA-seq from sample MUC23462_S280",0,0.237340247613887,0.219260117782476,0,0,0.252227244985217,0.29117238961842
"total RNA-seq from sample MUC23464_S282",0,0.482846864773623,0,0,0.396878470971178,0,0.120274664255199
"total RNA-seq from sample MUC23465_S283",0.139202083613281,0,0.265126288313463,0.0140696106298238,0.390296981038597,0.11118427082265,0.080120765582185
"total RNA-seq from sample MUC23468_S286",0.326788880050133,0.673211119949867,0,0,0,0,0
"total RNA-seq from sample MUC23470_S288",0.33741909882599,0,0,0,0,0.343301153221567,0.319279747952443
"total RNA-seq from sample MUC23471_S289",0.18843816250052,0.66777344360185,0.14378839389763,0,0,0,0
"total RNA-seq from sample MUC23472_S290",0,0,0.0417229447926695,0,0.537893976118266,0,0.420383079089064
"total RNA-seq from sample MUC23476_S294",0,1,0,0,0,0,0
"total RNA-seq from sample MUC23477_S295",0,0.35451650572249,0.44547820293177,0,0,0.159188010900237,0.0408172804455025
"total RNA-seq from sample MUC23478_S296",0,0.0278245971326255,0,0.558161036772714,0,0,0.414014366094661
"total RNA-seq from sample MUC23479_S297",0,0.548235376591547,0,0.451764623408453,0,0,0
"total RNA-seq from sample MUC23480_S298",0.365284247240332,0.563701699406477,0.0702975710108436,0,0,0,0.000716482342346753
"total RNA-seq from sample MUC23481_S299",0,0,0,0,0.848694094498025,0,0.151305905501975
"total RNA-seq from sample MUC23482_S300",0.339211669013175,0,0.166328787560649,0,0,0.301604639494332,0.192854903931844
"total RNA-seq from sample MUC23484_S302",0,0.207280575439666,0.135132353574794,0.0949714963763132,0,0,0.562615574609227
"total RNA-seq from sample MUC23485_S303",0,0,0.567015123255075,0,0,0.432984876744925,0
"total RNA-seq from sample MUC23486_S304",0.131306310369671,0,0,0,0,0,0.868693689630329
"total RNA-seq from sample MUC23487_S305",0.763726753799383,0,0,0.214049165579925,0,0.0222240806206924,0
"total RNA-seq from sample MUC23489_S307",0,0.0754554249813887,0.240675331290094,0,0,0.146301269820079,0.537567973908439
"total RNA-seq from sample MUC23490_S308",0.396993115385961,0,0.20772188542817,0,0,0.395284999185868,0
"total RNA-seq from sample MUC23492_S310",0.636360007514589,0.363639992485411,0,0,0,0,0
"total RNA-seq from sample MUC23494_S312",0,0.102006596042077,0.174478916023004,0,0,0.72351448793492,0
"total RNA-seq from sample MUC23495_S313",0,0.0460507634764923,0,0.432579186471881,0.135295537814299,0,0.386074512237328
"total RNA-seq from sample MUC23496_S314",0,0,0.252265734745471,0.19281017208859,0.0662515115270919,0.212569827372482,0.276102754266365
"total RNA-seq from sample MUC23497_S315",0,0.768584042732795,0,0,0,0,0.231415957267204
"total RNA-seq from sample MUC23498_S316",0,0,0,0,0.475333596005018,0,0.524666403994982
"total RNA-seq from sample MUC23499_S317",0,0.129739929188323,0.338077866440647,0,0.132267173429053,0.399915030941978,0
"total RNA-seq from sample MUC23500_S318",0,0,0.327015596738932,0,0.218785585346928,0.177267221960529,0.276931595953611
"total RNA-seq from sample MUC23501_S319",0,0.559097954713853,0.366827746817822,0,0,0.0740742984683244,0
"total RNA-seq from sample MUC23502_S320",0.0292688491811866,0,0.487545909449485,0,0,0.315456870421641,0.167728370947687
"total RNA-seq from sample MUC23503_S321",0.294135638107072,0.577721975159515,0,0,0.128142386733414,0,0
"total RNA-seq from sample MUC23506_S324",0.832093036233664,0,0.029146573353259,0,0.138760390413076,0,0
"total RNA-seq from sample MUC23507_S325",0,0.139686388365421,0,0.0812706446098116,0.601176164273429,0,0.177866802751339
"total RNA-seq from sample MUC23508_S326",0,0,0.0453998779785222,0,0.0296564782402556,0.246307422417705,0.678636221363517
"total RNA-seq from sample MUC23509_S327",0.521231274166277,0.478768725833723,0,0,0,0,0
"total RNA-seq from sample MUC23510_S328",0.320746175037661,0.606520383854707,0,0,0,0.072733441107632,0
"total RNA-seq from sample MUC23512_S330",0,0,0.18695738599807,0,0,0.81304261400193,0
"total RNA-seq from sample MUC23513_S331",0.493716339756151,0,0,0,0.408059889552348,0.0859186447879305,0.0123051259035702
"total RNA-seq from sample MUC23515_S333",0,0.43242529445452,0,0,0.56757470554548,0,0
"total RNA-seq from sample MUC23517_S335",0.522143977286357,0.0469345702995046,0,0,0,0.430921452414139,0
"total RNA-seq from sample MUC23521_S339",0.687948932875925,0,0,0,0.312051067124075,0,0
"total RNA-seq from sample MUC23522_S340",0.305932611830782,0.440471268368316,0.253596119800902,0,0,0,0
"total RNA-seq from sample MUC23524_S342",0.354457170358301,0.166440503173818,0.229830022407351,0,0,0,0.249272304060531
"total RNA-seq from sample MUC23527_S345",0.366415509549453,0,0.39679056747654,0,0,0.220705438591483,0.0160884843825243
"total RNA-seq from sample MUC23528_S346",0.0786231693265549,0.0213041320474672,0.586066323050572,0,0,0.314006375575406,0
"total RNA-seq from sample MUC23530_S348",0,0,0.221608684256701,0,0,0.778391315743299,0
"total RNA-seq from sample MUC23531_S349",0.931542759038232,0.0684572409617678,0,0,0,0,0
"total RNA-seq from sample MUC23532_S350",0,0,0.297338090252486,0,0.326092244427114,0.3765696653204,0
