"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"MDD-343",0.000704716454646493,0.303068720855446,0.127036151959209,0,0.404083263857982,0.0460788403064232,0.119028306566294
"MDD-347",0.0227380630986234,0.216939643600939,0.210750510040056,0.0152628020450311,0.316075883135904,0.091109981072613,0.127123117006834
"MDD-369",0.0231212447466583,0.218420627413205,0.1091156428928,0.0293922284298173,0.38344142475811,0.103215538873233,0.133293292886177
"MDD-376",0,0.345999240883078,0.135133864501088,0,0.439833196737074,0.0499914943177324,0.029042203561028
"MDD-395",0,0.309637589792549,0.169407954203401,0,0.403468886938482,0.060485758641641,0.0569998104239275
"MDD-397",0,0.296753933109853,0.173364627831049,0,0.299096499889054,0.152280478548844,0.0785044606211996
"MDD-398",0.0493647506106154,0.23020687183147,0.124056183878707,0.0399212906587289,0.314223220637778,0.108855155655738,0.133372526726964
"MDD-402",0.023100457266852,0.247949725770975,0.154289640373999,0.0169727841519631,0.373664162393856,0.0881687183941579,0.0958545116481974
"MDD-407",0.00454859080744819,0.292729502649788,0.135732840779092,0.000887538683748473,0.370948549932069,0.080097760710085,0.11505521643777
"MDD-425",0,0.290749217234347,0.0559230615485417,0,0.593860260036241,0,0.0594674611808707
"MDD-433",0,0.260971576581473,0.102039253574308,0,0.477072906904598,0.105167689312364,0.0547485736272572
"MDD-456",0.0286810223174761,0.235988123935761,0.129986328345081,0.0191242996771637,0.335432998785394,0.10892212257044,0.141865104368685
"MDD-465",0,0.383311653329669,0.0491929545522506,0,0.46770639130269,0.0121103498786686,0.0876786509367226
"MDD-566",0,0.330397062977071,0.138169171512752,0,0.320628678599441,0,0.210805086910736
"MDD-573",0,0.368962114225588,0.0136210101687422,0,0.571398823539544,0,0.0460180520661266
"MDD-580",0.0251007518687065,0.206987449395746,0.156168513766806,0.0202488691962944,0.375917429617045,0.0899204955714415,0.12565649058396
"probe_mean_signal",0.0270089655220067,0.230798076778005,0.121818073559064,0.0305436360990188,0.362238711044103,0.0937970485511,0.133795488446702
