"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","Neutrophil","NK","Platelet"
"whole blood-control-basal-CON19",0.0132314191705831,0,0,0.231473265659585,0,0.272043350928548,0,0.483251964241284
"whole blood-control-basal-CON20",0.0696818200066794,0.225247685473108,0.139456280955575,0.164388647605105,0,0.0132443441280415,0.103902889870199,0.284078331961292
"whole blood-control-basal-CON21",0,0.157649858149927,0,0,0.121762310137461,0.720587831712612,0,0
"whole blood-control-basal-CON22",0,0,0,0,0,0,0,1
"whole blood-control-basal-CON23",0.26800881838552,0.209796447239027,0,0.290473679278195,0,0.231721055097259,0,0
"whole blood-control-basal-CON24",0,0,0,0,0,0,0,1
"whole blood-control-basal-CON25",0.315289189498724,0,0.034174179385444,0,0,0.631104973406917,0.0194316577089145,0
"whole blood-control-basal-CON26",0,0.325401263908169,0,0,0.290696969111964,0.383901766979867,0,0
"whole blood-control-basal-CON27",0,0.821667257984736,0,0,0,0.178332742015264,0,0
"whole blood-control-basal-CON28",0,0,0,0.290922997568137,0,0.581838783157644,0,0.127238219274218
"whole blood-control-basal-CON29",0.0777658007646599,0.161686132588062,0.00585251943644728,0.227801973708356,0.0840585216830725,0.157814373055426,0.0379211036732296,0.247099575090747
"whole blood-control-basal-CON30",0.0644051686616901,0,0,0.698822669812451,0,0.236772161525859,0,0
"whole blood-control-basal-CON31",0.0656632340417187,0.229358530846441,0,0.322853735463001,0.204820181838299,0.17730431781054,0,0
"whole blood-control-basal-CON32",0,0,0.103590486424585,0.416347991705698,0.0937163607532593,0.349160160115253,0.0371850010012045,0
"whole blood-control-basal-CON36",0.362336648757745,0,0,0.637663351242255,0,0,0,0
"whole blood-control-basal-CON37",0,0.538928106146284,0.228684949876054,0,0.0330688179269214,0.0726133362903783,0.126704789760362,0
"whole blood-MDD-LPS-± 6 h-MDD01",0.661862009787402,0,0,0,0.338137990212598,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD02",0,0,0,0,0,0,1,0
"whole blood-MDD-LPS-± 6 h-MDD03",0,0,0,0,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD04",0,0,0,1,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD05",0,0,0,0,1,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD06",0.636269525525159,0,0,0.186683831701043,0,0,0.177046642773798,0
"whole blood-MDD-LPS-± 6 h-MDD07",0,0,0,0,0.93345784950721,0,0.0665421504927897,0
"whole blood-MDD-LPS-± 6 h-MDD08",0,0,0,1,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD09",0,0,0,0,0.535433888289471,0,0.464566111710529,0
"whole blood-MDD-LPS-± 6 h-MDD10",0.724181674267141,0.185539880562354,0,0.0384416094069547,0,0,0,0.0518368357635499
"whole blood-MDD-LPS-± 6 h-MDD11",0,0,0,1,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD12",0.478175444087699,0.312633017836165,0,0.0738014765376122,0.135390061538524,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD13",0.048113436129732,0.0725432153007868,0.187664512020151,0,0.263757248506533,0,0.427921588042798,0
"whole blood-MDD-LPS-± 6 h-MDD14",0,0,0,0,1,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD15",0,0,0.540410850351479,0,0.00928816149056424,0,0.450300988157957,0
"whole blood-MDD-LPS-± 6 h-MDD16",0,0,0,0.409333485871298,0.138214523043358,0,0.452451991085344,0
"whole blood-MDD-LPS-± 6 h-MDD17",0.288513344534009,0,0.0217790214983861,0,0.689707633967605,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD18",0.121965497936886,0.101344513276055,0.446313096725183,0,0.175220065804366,0,0.155156826257511,0
"whole blood-MDD-LPS-± 6 h-MDD19",0,0.245210405087285,0.4224104280927,0,0,0,0,0.332379166820015
"whole blood-MDD-LPS-± 6 h-MDD20",0.296290215077365,0,0.150333370874286,0,0.0435718884718348,0,0.316006749976212,0.193797775600302
"whole blood-MDD-LPS-± 6 h-MDD21",0,0,0,0,0.439561746660122,0,0.560438253339878,0
"whole blood-MDD-LPS-± 6 h-MDD22",0,0,0,0,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD23",0,0.0306456756734678,0,0,0.969354324326532,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD24",0,0,0,1,0,0,0,0
"whole blood-MDD-LPS-± 6 h-MDD25",0,0,0,0.592846716519488,0.132510880611073,0,0,0.27464240286944
"whole blood-MDD-LPS-± 6 h-MDD26",0,0,0.461069662945339,0.0660670435361771,0.401766223798863,0,0.0710970697196212,0
"whole blood-MDD-LPS-± 6 h-MDD27",0,0.404209076031896,0.407302394160214,0.0793850948980527,0,0,0.109103434909837,0
"whole blood-MDD-LPS-± 6 h-MDD28",0,0.0903593374964983,0,0,0.43589262071673,0,0.473748041786772,0
"whole blood-MDD-LPS-± 6 h-MDD29",0,0.236363482320703,0,0.418743819575964,0.186414688750513,0,0,0.15847800935282
"whole blood-MDD-LPS-± 6 h-MDD30",0,0.349025858594556,0.404668930338508,0,0.0559099330259107,0,0.190395278041025,0
"whole blood-MDD-LPS-± 6 h-MDD31",0.58919928602047,0,0.344666746724515,0,0,0,0,0.0661339672550151
"whole blood-MDD-LPS-± 6 h-MDD32",0,0,0.535424761233968,0.0377888316504805,0.013409182511069,0,0.413377224604482,0
"whole blood-MDD-LPS-± 6 h-MDD35",0,0.075731641714522,0,0.0841248397100149,0.204616077550971,0.330360546835845,0.163164467623846,0.142002426564801
"whole blood-MDD-basal-MDD01",1,0,0,0,0,0,0,0
"whole blood-MDD-basal-MDD02",0,0,0,0,0,1,0,0
"whole blood-MDD-basal-MDD03",0,1,0,0,0,0,0,0
"whole blood-MDD-basal-MDD04",0.0204291184084288,0,0,0.849436623075314,0,0,0,0.130134258516257
"whole blood-MDD-basal-MDD05",0,0,0,0,0,0,0,0
"whole blood-MDD-basal-MDD06",0.333111922232211,0,0,0.389296913915592,0,0,0,0.277591163852197
"whole blood-MDD-basal-MDD07",0,0,0,0,0,0,0,1
"whole blood-MDD-basal-MDD08",0,0,0,0.850984215139625,0,0.149015784860375,0,0
"whole blood-MDD-basal-MDD09",0,0.504248109284535,0,0.117540241751926,0,0.378211648963538,0,0
"whole blood-MDD-basal-MDD10",0.264345744316471,0.199169507143556,0,0.176765431441313,0,0,0,0.35971931709866
"whole blood-MDD-basal-MDD11",0.383506249205024,0.158506465853082,0,0.236692137094997,0,0.221295147846897,0,0
"whole blood-MDD-basal-MDD12",0.283076835967016,0.105426308863418,0,0.145163547756574,0,0.344130797979592,0,0.1222025094334
"whole blood-MDD-basal-MDD13",0.0121363390518329,0.0955287510189015,0.172432094587242,0,0.251833939067367,0.327393311139817,0.140675565134841,0
"whole blood-MDD-basal-MDD14",0.0844096355835575,0.109885383465465,0,0.0323340814282413,0.229526345717837,0.535175978246958,0,0.0086685755579407
"whole blood-MDD-basal-MDD15",0,0,0.623948473513233,0,0,0.0708355262918372,0.208615169775058,0.0966008304198721
"whole blood-MDD-basal-MDD16",0,0,0,1,0,0,0,0
"whole blood-MDD-basal-MDD17",0.338804360947515,0,0.0067793917361406,0.234692861549419,0,0.32664582248612,0,0.0930775632808052
"whole blood-MDD-basal-MDD18",0.126823056911642,0.107573984781489,0.284740650094126,0.139747440024336,0.0566523501159789,0.280926789724201,0.00353572834822573,0
"whole blood-MDD-basal-MDD19",0,0,0,0.0502583037749848,0,0.329317820956849,0,0.620423875268166
"whole blood-MDD-basal-MDD20",0.300578250381443,0.0574383638336078,0.0986050023181824,0.0144164118476301,0,0.0804677125665675,0.0546103667122287,0.39388389234034
"whole blood-MDD-basal-MDD21",0,0,0,0.14904438596875,0.0835051200781938,0.542329692589203,0.225120801363853,0
"whole blood-MDD-basal-MDD22",0,0,0,0,0,0.196556705406033,0,0.803443294593967
"whole blood-MDD-basal-MDD23",0,0.2298342890685,0,0,0,0.274237924576402,0,0.495927786355098
"whole blood-MDD-basal-MDD24",0.16851473679073,0,0,0.322342634447558,0,0,0,0.509142628761712
"whole blood-MDD-basal-MDD25",0.0917631819555648,0.0134602474027963,0,0.388820243344477,0,0,0,0.505956327297162
"whole blood-MDD-basal-MDD26",0.135707998902543,0,0.303154547162216,0.157569915175511,0.0356270244266977,0.330881906991473,0,0.0370586073415604
"whole blood-MDD-basal-MDD27",0.0408190690621394,0.520047812645882,0.112675077958588,0.0326367570177622,0,0,0.00713874503032816,0.2866825382853
"whole blood-MDD-basal-MDD28",0.00722271469036158,0.3011651608866,0,0.00305453409797134,0.282620368160494,0.257336276523458,0.0349318790520189,0.113669066589096
"whole blood-MDD-basal-MDD29",0.155744204917138,0.215588265941549,0,0.0687110514830846,0.0381667456882391,0.309847998049867,0,0.211941733920122
"whole blood-MDD-basal-MDD30",0,0.343794346606753,0.362318937326578,0,0,0.181794855481391,0.112091860585278,0
"whole blood-MDD-basal-MDD31",0.335239901020431,0.0037313861567487,0.115929895442184,0.0984205836532841,0,0.129184680851407,0,0.317493552875945
"whole blood-MDD-basal-MDD32",0.0249193610975359,0.016984127394697,0.508062583555566,0.12764257345454,0,0,0.322391354497661,0
"whole blood-MDD-basal-MDD35",0,0.0758641386505944,0,0,0.0757758787585985,0.63624615015691,0.000831471670753156,0.211282360763143
"probe_mean_signal",0,0,0,0,0.43212218750868,0,0.56787781249132,0
