"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","Neutrophil","NK","Platelet"
"S10101",0.0602508386697108,0.107829350125161,0.128768488871397,0.144859081724096,0.238318123926738,0.103263985270401,0.138649676771391,0.0780604546411052
"S10306",0.0259504508785647,0.120052248140718,0.13885215074506,0.0820232593949702,0.293810517581396,0.140014238144952,0.157837210305654,0.0414599248086861
"S10333",0,0.0553731439398174,0.245474372133962,0.0969305753893479,0.175960933300094,0.206648604055474,0.219612371181305,0
"S10653",0,0.011807299283771,0,0.535331908136032,0.34584657897578,0.04759655690997,0.0407475985785635,0.0186700581158838
"S11109",0.000825813975295759,0.100199439076177,0.0946205959927828,0.151186784476272,0.327091320422788,0.126031947452114,0.194062369468005,0.00598172913656564
"S11294",0.0616964784813409,0.104868267932966,0.107728768155551,0.157831181440959,0.250243833161333,0.111070076085627,0.136402748498372,0.0701586462438521
"S5965",8.36631187913336e-17,0.0812591621240708,0.0805788881167767,0.245895423596711,0.282683714392384,0.155010072570114,0.11741018400644,0.0371625551935026
"S6053",6.2128524798283e-17,0.0725678666241335,0.112026283813836,0.110168672899271,0.430902911214066,0.143912180103926,0.130422085344766,5.30867325127161e-17
"S6070",3.05185761813236e-16,0.0525927782756199,0.0572448041313711,0.456707856795379,0.226689287044737,0.0802301092930623,0.0841526250799354,0.0423825393798949
"S6078",0.0127916302548737,0.063431622589807,0.076085239805089,0.259802635534782,0.319973496602578,0.114530761889443,0.10751010703261,0.0458745062908175
"S6094",0,0.0902523299902517,0.0651442732948047,0.0217749347416374,0.526941162458539,0.188434764433777,0.0862618302900996,0.0211907047908901
"S6096",0,0.126542556492713,0.129126244546059,0.120233072156968,0.327102487312976,0.147660844936045,0.134776788827073,0.0145580057281645
"S6099",5.75291944273246e-17,0.108116332862773,0.128218623958638,0.185815719679632,0.268456197678472,0.138140494369402,0.154397773922988,0.0168548575280948
"S6100",0.00214553383215296,0.0612157705902553,0.0651979875338097,0.175816358984727,0.396483388601867,0.153704006452294,0.0964980639642038,0.04893889004069
"S6114",0,0.0432320700798863,0.0681721580186948,0.27202224418149,0.392644220200883,0.075859540760598,0.105356816229692,0.042712950528756
"S6153",0.0593539027331494,0.115315181015051,0.131761420512554,0.138748811214859,0.1947749109446,0.128514248668908,0.163446411585442,0.0680851133254352
"S6163",1.20044099624732e-16,0.0894387106992606,0.0557493579410369,0.109308827572536,0.387575762649247,0.253736648294516,0.0627402690438096,0.0414504237995935
