"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"HC_1",0.113306481623354,0.163280911159466,0.13566707612285,0.12010744098152,0.195000289984462,0.140165895351636,0.132471904776713
"HC_10",0.0708212524306476,0.190042137177066,0.156741621604586,0.0728542086349101,0.211049425068259,0.214124411048612,0.0843669440359195
"HC_11",0.0745928091790917,0.20558821197912,0.121427544910986,0.0639391333936351,0.295541336012361,0.146933089922419,0.0919778746023866
"HC_12",0.0992914847073156,0.188126972274122,0.11710534288866,0.0966585111769415,0.235101315363121,0.153135280004255,0.110581093585585
"HC_2",0.106882278402567,0.160562884149753,0.203096850903893,0.135044711900863,0.196718502377969,0.145996419138202,0.0516983531267529
"HC_3",0.0754567222469025,0.183018302355376,0.102506003774427,0.0663541707088975,0.265035754308626,0.230757919247972,0.0768711273577999
"HC_4",0.105680488006462,0.144868807792554,0.143360321328546,0.114034923093071,0.210714355362927,0.150634786028555,0.130706318387884
"HC_5",0.10904493210656,0.174246914970687,0.125549237960102,0.105590023157024,0.214480267797822,0.153964001107014,0.117124622900792
"HC_6",0.118954489757264,0.149075716093722,0.130330255073221,0.114620589582234,0.227645268316202,0.139462889900173,0.119910791277185
"HC_7",0.0902012402144981,0.148308263968851,0.125861197042137,0.087770300843185,0.204065937379394,0.213512355244471,0.130280705307464
"HC_8",0,0.195660517561298,0.148283578321406,0,0.206286524259997,0.449769379857298,0
"HC_9",0.0690085542857338,0.211287490878818,0.115346661959125,0.0605065777770891,0.227678677394178,0.203749012814299,0.112423024890757
"LOD-dep_1",0.102926654521017,0.165246195371485,0.120726108448454,0.102663748166695,0.2301349575838,0.155106446345366,0.123195889563183
"LOD-dep_10",0.092062225700815,0.117001762572267,0.103396491183673,0.0911289042126381,0.278110780285707,0.172780941062208,0.145518894982692
"LOD-dep_2",0.0594542089585731,0.159607608712461,0.104914672908946,0.050724339351949,0.354117725034502,0.135273013525194,0.135908431508375
"LOD-dep_3",0.072967975123659,0.18751070737185,0.114167013466605,0.0689770842885161,0.269041983594538,0.194266365045386,0.093068871109446
"LOD-dep_4",0.0528316092072895,0.10185015366849,0.127517072427592,0.0705516827224894,0.277619668691879,0.291868845247416,0.0777609680348438
"LOD-dep_5",0.0607792619036444,0.118757966408563,0.0763868174102622,0.0590856348108817,0.441719676454116,0.12119083425947,0.122079808753063
"LOD-dep_6",0.101732955417068,0.106147215297597,0.112632658624475,0.0977413815970154,0.311164684690072,0.168211276851396,0.102369827522377
"LOD-dep_7",0.0817844454250402,0.1065192881986,0.129451060923404,0.0792333821861528,0.340461729405925,0.177119584681446,0.0854305091794314
"LOD-dep_8",0.0365405052967343,0.250283615915234,0.0717553268728962,0.00979426314749616,0.303368505098657,0.204957904860323,0.12329987880866
"LOD-dep_9",0,0.0243748048329346,0.03375905167693,0,0.867133193279942,0.03958395911743,0.0351489910927631
"LOD-rem_1",0,0,0.291572264407411,0.195146779610511,0.251986244737452,0.261294711244625,0
"LOD-rem_10",0.0442072831873323,0.199689257555493,0.101682125425951,0.034353725302894,0.302428612273372,0.193680143551092,0.123958852703866
"LOD-rem_2",0.0734873614398826,0.201443556826866,0.108815653274347,0.0641360034611356,0.262796414579377,0.188099940795139,0.101221069623252
"LOD-rem_3",0.101702474848039,0.133784594775476,0.120151303356866,0.100064276838682,0.213496018929811,0.228534798250851,0.102266533000274
"LOD-rem_4",0.0843471315916598,0.16059895041307,0.105957838649501,0.0801668926385965,0.293011165726501,0.170213620721606,0.105704400259066
"LOD-rem_5",0.0916312444626837,0.11492339283177,0.112935613650648,0.0970227908641188,0.296397573510545,0.185363880552577,0.101725504127656
"LOD-rem_6",0.0820741867411732,0.156875105188774,0.127364888347038,0.0794077079027998,0.226224052129253,0.224478705659075,0.103575354031887
"LOD-rem_7",0.0767307978274751,0.147228692478288,0.0894955188189764,0.0736152464565058,0.358863233640637,0.147330675061802,0.106735835716316
"LOD-rem_8",0,0,0.272020640303617,0.206060408436417,0.265346918758172,0.256572032501795,0
"LOD-rem_9",0,0.0911017098814817,0.242047823775926,0.166435503892461,0.198425847681469,0.193987208101204,0.108001906667458
"probe_mean_signal",0.0938926480737399,0.140450344379183,0.131818780191631,0.0956858304152462,0.248255095186535,0.18424224780737,0.105655053946295
