"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"ID_REF",0,0,0.601383069862827,0,0,0.398616930137174,0
"PBMC_C1-0w_rep1",0,0,0.372428117271358,0.117713169522756,0.19293709742027,0.140561268728876,0.17636034705674
"PBMC_C1-8w_rep1",0,0,0.320178270321831,0.149439160634169,0.190783672886981,0.164061741755247,0.175537154401772
"PBMC_C2-0w_rep1",0.0834997419427495,0.142124540895221,0.155886265227869,0.0720306469267014,0.165734936617303,0.185777649413346,0.19494621897681
"PBMC_C2-8w_rep1",0.0316081005415615,0.165314728429862,0.141799487163109,0.00654210293372442,0.191019111437303,0.233438806407776,0.230277663086664
"PBMC_C3-0w_rep1",0.117859072577026,0.16387230202222,0.140493660588963,0.114673788862826,0.130398458365344,0.135872597957778,0.196830119625842
"PBMC_C3-8w_rep1",0.104593577754781,0.15672889178876,0.134468011011569,0.0978752862745341,0.14967146828061,0.149384690099357,0.207278074790389
"PBMC_C4-0w_rep1",0.122172921905689,0.140346396910554,0.147699067190802,0.121410243211512,0.153887756448833,0.156173721465597,0.158309892867013
"PBMC_C4-8w_rep1",0.100989094709279,0.116497538457863,0.117401892624254,0.0999925072060144,0.252511678748424,0.1943147377064,0.118292550547767
"PBMC_C5-0w_rep1",0.128658174979188,0.13745510455016,0.138128503371165,0.12619865425866,0.129775868211673,0.155726039852393,0.184057654776761
"PBMC_C5-8w_rep1",0.136374667880697,0.140685696023827,0.148224192717394,0.13424958078923,0.138580282557432,0.160445313410667,0.141440266620752
"PBMC_C6-0w_rep1",0.0945929478553447,0.139895733010535,0.170542116647359,0.0810984258774566,0.189162929049018,0.111169678265456,0.213538169294831
"PBMC_C6-8w_rep1",0,0,0.376143814348926,0,0.247712371302148,0.376143814348926,0
"PBMC_C7-0w_rep1",0.0878231343175101,0.133602013955847,0.177818180446488,0.109152289223607,0.172168725733703,0.195084535284944,0.124351121037901
"PBMC_C7-8w_rep1",0.0699688742311628,0.189686556800404,0.197286245802285,0.00699568833361622,0.17087036394986,0.205993546794066,0.159198724088606
"PBMC_C8-0w_rep1",0.1303321284086,0.152253255714781,0.147985769715507,0.122609051132848,0.164614305633873,0.156015235253594,0.126190254140798
"PBMC_C8-8w_rep1",0.127755314819142,0.15204013074971,0.144939804027125,0.120146396310188,0.164944714723728,0.162640157318331,0.127533482051776
"PBMC_C9-0w_rep1",0.125754971368241,0.101223129825163,0.192743271424546,0.0638223387940493,0.178991316863239,0.212624637458414,0.124840334266346
"PBMC_C9-8w_rep1",0.15678284539348,0.118054078066452,0.197958147792521,1.47469836020249e-16,0.164240994162974,0.216550754450495,0.146413180134078
"PBMC_P1-0w_rep1",0.096739505227516,0.101404795478313,0.103307469418144,0.0891925838677424,0.335793585811706,0.13975083156962,0.133811228626959
"PBMC_P1-8w_rep1",0.123694599319038,0.138444427264132,0.141172964546055,0.121053943655301,0.166447774460415,0.158741691715582,0.150444599039479
"PBMC_P2-0w_rep1",0.110824290367832,0.142044182578156,0.135126919803997,0.110300448759751,0.180927058245026,0.154079290437001,0.166697809808238
"PBMC_P2-8w_rep1",0.098176074614884,0.119777708488893,0.115578294744873,0.103567720873626,0.301884009154174,0.133286409005858,0.127729783117692
"PBMC_P3-0w_rep1",0.130416403447594,0.176336885173089,0.140445767197564,0.111153889981825,0.138777867061369,0.190275012376539,0.112594174762019
"PBMC_P3-8w_rep1",0.106965704178517,0.136878194990069,0.130621014863251,0.100921673906394,0.209112842434111,0.176627638604338,0.13887293102332
"PBMC_P4-0w_rep1",0.103117130826686,0.123489963656327,0.126538724960983,0.0999672759814855,0.182037888999635,0.120459663135676,0.244389352439208
"PBMC_P4-8w_rep1",0.110889134332163,0.145763206028929,0.146686748867765,0.106309511846887,0.224064983505938,0.12923683746377,0.137049577954547
"PBMC_P5-0w_rep1",5.45430450282428e-15,0,5.45430450282428e-15,0,0.650573177442899,0,0.34942682255709
"PBMC_P5-8w_rep1",0.109508653328406,0.12147490524476,0.137843495575903,0.105889116431377,0.177328624748648,0.126910242445228,0.221044962225678
"PBMC_P6-0w_rep1",0.11516269168765,0.116265215414114,0.128485478680416,0.106249214032243,0.216621797208298,0.129581909001969,0.187633693975309
"PBMC_P6-8w_rep1",0.110923656110448,0.149725821723122,0.157211299886729,0.10280310848347,0.170680310346031,0.12979504957286,0.17886075387734
"PBMC_P7-0w_rep1",0,0,0,0,0.504584208338805,0,0.495415791661195
"PBMC_P7-8w_rep1",0.141952375932649,1.16213531128915e-14,1.74320296693373e-14,0,0.662814884014354,0,0.195232740052969
"PBMC_P8-0w_rep1",0.110322245370428,0.124197808519976,0.125546493182237,0.107968861293062,0.15006922496313,0.171840913027396,0.210054453643772
"PBMC_P8-8w_rep1",0.11664967332415,0.139296636243653,0.134131330376672,0.111791943383348,0.156362333625365,0.170088644570652,0.171679438476161
"PBMC_P9-0w_rep1",0.110764100327864,0.121872933485533,0.146676084030921,0.108197095128783,0.184729764211737,0.137929832184212,0.189830190630948
"PBMC_P9-8w_rep1",0.106449125739332,0.112283338668062,0.144856375198673,0.105228714411479,0.176406971986223,0.165557285454801,0.18921818854143
"probe_mean_signal",0.119121425668993,0.13840827486406,0.142529517417846,0.115679853893035,0.167318201847629,0.147853042850807,0.169089683457629
