"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","Neutrophil","NK","Platelet"
"Z291",0,0.418859039403868,0.392730903662855,0,0,0,0.188410056933277,0
"Z292",0.0539375333698614,0.369024650581056,0.36812744871605,0,0,0,0.208910367333032,0
"Z293",0,0.855563735448031,0.144436264551969,0,0,0,0,0
"Z294",0.135229716370952,0.703218007553587,0,0,0.0845896129376805,0,0,0.0769626631377797
"Z299",0.159716367691972,0.214209350833414,0,0,0,0.383222587848805,0,0.242851693625809
"Z501",0,0,0,0.0685417240163788,0.269737839967223,0.651988038734248,0,0.00973239728215056
"Z502",0,0,0,0.147529675238675,0.34831803435853,0.504152290402794,0,0
"Z507",0.00606079158207228,0,0.0275010364177911,0.392494335588581,0,0.177864209904381,0,0.396079626507175
"Z514",0.0164267860384412,0.160941374223413,0.158012897643681,0.20984169712171,0.0914752559143684,0,0.25041538488551,0.112886604172877
"Z516",0,0,0.515355518334614,0.228145565929828,0,0,0.256498915735558,0
"Z518",0,0,0,0,0,1,0,0
"Z520",0.122993789378183,0.436604458450708,0.1310789633126,0.0045805442408683,0,0,0,0.30474224461764
"Z521",0,0,0.441639754233537,0.0324878938245153,0,0.00372879100651538,0.39275949855056,0.129384062384873
"Z523",0,0.203783413966732,0.262432367795906,0.0749110496728656,0.176678177455878,0,0.282194991108618,0
"Z528",0,0.123547447037116,0.462662438744615,0,0,0,0.413790114218269,0
"Z531",0.31741379991988,0,0.367885210487479,0,0,0.314700989592641,0,0
"Z559",0,0.138810341827273,0.259455155426556,0.115757013188922,0,0,0.482264395886355,0.00371309367089359
"Z560",0,0.105638081455529,0.401946047879814,0,0,0,0.492415870664657,0
"Z561",0,0,0,0,0.131480605388412,0.673551143141918,0,0.194968251469669
"Z565",0.131724389923795,0.0529195405528123,0.169496707485433,0,0.0247476693753697,0,0.49621304165168,0.12489865101091
"Z569",0,0,0.262565290583391,0.0410980189690201,0.113178430254418,0,0.46833510566273,0.11482315453044
"Z570",0,0,0,0,0.714665856660977,0.187284954212383,0.0931071286733613,0.00494206045327962
"Z571",0,0,0.356515394488435,0,0,0.34611138680701,0,0.297373218704554
"Z572",0,0,0,0.194000198429537,0.287488409675965,0.518511391894499,0,0
"Z575",0,0,0,0.166943201673944,0.325529870083666,0.50752692824239,0,0
"Z576",0,0,0,0,0,0,0,0
"Z577",0,0,0,0,1,0,0,0
"Z580",0.055792277045066,0,0,0.0735699343785834,0.87063778857635,0,0,0
"Z581",0,0,0,0,0.301097726691715,0,0,0.698902273308285
"Z582",0,0,0,0.30524730877231,0.69475269122769,0,0,0
"Z583",0,0,0,0,0.259049792816395,0.740950207183605,0,0
"Z584",0.146975078328466,0,0.318924764737339,0,0.0318228473284856,0,0.406662730955665,0.0956145786500446
"Z585",0,0,0.220559042024704,0,0.365813687377737,0,0.413627270597558,0
