"sample","B_cell","CD4_T","CD8_T","Erythroid","Monocyte","NK","Platelet"
"NC1",0.114400847078295,0.10280190780292,0.113121567258851,0.0659893959423234,0.170948340680733,0.117727431057688,0.31501051017919
"NC10",0.0910744335728505,0.0980826770115389,0.14727030797742,0,0.288327593251519,0.09974178661122,0.275503201575451
"NC11",0.141623596157486,0.110415809122444,0.12558548107145,0.0610942391138266,0.148908560286015,0.0976448481853717,0.314727466063406
"NC12",0.131214693117654,0.115900967438934,0.124977832217584,0.0845476031263028,0.18098748229365,0.120226948830753,0.242144472975122
"NC2",0.117724403428446,0.116546391493075,0.120891373111737,1.15248694146002e-16,0.201159189454479,0.0852822638521528,0.35839637866011
"NC3",0.123100203482987,0.111440092892959,0.126462746070931,0.0696628577236796,0.157613989728641,0.136268562561863,0.275451547538939
"NC4",0.127958250868518,0.107654999780131,0.144844347872211,0.0688754934716786,0.172210698726478,0.140780495907813,0.237675713373172
"NC5",0.104055402206431,0.122842262563258,0.136000772431753,0.0630044984908069,0.210554669322786,0.106940020078819,0.256602374906147
"NC6",0.126895173457095,0.0915445055038518,0.121612328721856,0.0670239641129876,0.155276696510608,0.112737055106591,0.32491027658701
"NC7",0.108017071048473,0.10337571617809,0.128394365926105,0.0773105910013493,0.18769190540192,0.120185086574632,0.275025263869431
"NC8",0.139508072076933,0.116136241318794,0.140320545381666,0.0671768086734255,0.143486773744134,0.124405616405607,0.26896594239944
"NC9",0.105472817095062,0.113171278654784,0.183566310472756,0.015924154043921,0.215210496808668,0.156650297198328,0.210004645726482
"ND1",0.0864439022592296,0.0777881511948752,0.135129427578173,0,0.194144135550969,0.077393182409081,0.429101201007672
"ND10",0.113295702759119,0.0977669867659369,0.108932999348001,0.0650980742402417,0.15957629645589,0.0985465020954638,0.356783438335347
"ND2",0.10966626731943,0.101758252512839,0.135906054516251,0.0679349502181126,0.190061760817808,0.120816875623384,0.273855838992176
"ND3",0.109371615851683,0.112638902587042,0.143598516662266,0,0.205667737460388,0.113357903297594,0.315365324141027
"ND4",0.0872048498262125,0.0883853899321418,0.161624461064763,1.85830283206849e-16,0.19638899777734,0.131293014456217,0.335103286943325
"ND5",0.0967099604305051,0.104560223700004,0.14121547125695,0.0167191041369921,0.164405443721195,0.148268627680576,0.328121169073777
"ND6",0.101582963035217,0.0947280397058609,0.172593246192432,0.0487591898444301,0.190803819396766,0.0976502566014323,0.293882485223861
"ND7",0.0844863236243562,0.0857059336438391,0.139050887324723,0,0.231068881319695,0.11458191317153,0.345106060915857
"ND8",0.101447546610754,0.115035694899008,0.14163763958905,0.0745907319172022,0.2078623912843,0.121220032417403,0.238205963282283
"ND9",0.115139775276135,0.103956200719349,0.109288184250732,0.0687007656622796,0.205757537160745,0.124613705289589,0.272543831641169
"probe_mean_signal",0.088081746044953,0.105972399935593,0.155659017662356,1.88969434564938e-16,0.189016608861186,0.131511440210253,0.329758787285659
